Efecto: El blanco de este conjuro ven incrementados los resultados producidos por el azar y la suerte del modo deseado por el hechicero, de manera que cualquier situación que se vea determinada por el azar obtiene siempre resultados desmesurados, ya sea para bien o para mal. Un jugador de cartas, por ejemplo, obtendrían continuamente resultados increíblemente afortunados o desastrosos. Los personajes con la Ventajas y Desventaja Afortunado y Desafortunado ven incrementados exponencialmente sus efectos. Es posible evitar sus efectos superando una RM contra el valor determinado por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;140;250;400;
Int. R.;8;10;12;14;
Base: RM 120.;;;;;
Intermedio: RM 140.;;;;;
Avanzado: RM 160 / La suerte concedida es algo desproporcionado, rozando lo absurdo.;;;;;
Arcano: RM 180 / Como en grado avanzado, pero aún salvo al enfrentarse a entes sobrenaturales de Gnosis o Natura elevada, el personaje siempre ganará o perderá contra cualquier persona en todo aquello que pueda estar relacionada con la suerte.;;;;;
Mantenimiento: 10 / 10 / 15 / 15;;;;;
Tipo de Conjuro: Anímico;;;;;
Caminos del Caos;;;;;
Nivel: 44 /Acción: Activa;;;;;
Efecto: El hechicero puede repetir cierta cantidad de tiradas por asalto, siempre y cuando ninguna de ellas sea un resultado de pifia. No es posible afectar dos veces la misma tirada.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;180;280;400;
Int. R.;7;9;12;14;
Base: Una tirada por asalto.;;;;;
Intermedio: Dos tiradas por asalto.;;;;;
Avanzado: Tres tiradas por asalto.;;;;;
Arcano: Cuatro tiradas por asalto o una que sea un resultado de pifia.;;;;;
Mantenimiento: 20 / 20 / 25 / 30;;;;;
Tipo de Conjuro: Anímico;;;;;
Aberración Caótica;;;;;
Nivel: 54 /Acción: Activa;;;;;
Efecto: Crea un engendro solidificado el caos que haya en el ambiente. El lanzador no tiene poder alguno sobre él, y se comportará de un modo completamente impredecible (aunque por regla general, siempre de un modo violento). El ente debe de ser desarrollado como un Ser Entre Mundos usando las reglas descritas en el Capítulo 26 del libro básico, pero el lanzador solamente puede elegir gastar voluntariamente la mitad de los PD de la criatura, mientras que la otra mitad serán determinados al azar por el Director de Juego. La criatura tendrá un Gnosis determinado por el grado del conjuro, 20. Sin importar el Grado en el que el conjuro sea lanzado, este sortilegio no permite crear criaturas de un nivel superior al del hechicero, ya que estas se basan en la presencia espiritual del mismo. Los engendros del caos no tienen la capacidad de recibir un alma, por lo que no es posible darles vida independiente mediante el conjuro de Otorgar Alma, ni transmigrar un espíritu en ellos.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;200;300;700;
Int. R.;8;10;12;15;
Base: Nivel 2.;;;;;
Intermedio: Nivel 4.;;;;;
Avanzado: Nivel 8.;;;;;
Arcano: Nivel 12.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Manipulación del Caos;;;;;
Nivel: 64 /Acción: Pasiva;;;;;
Efecto: Alterando la esencia del caos este conjuro permite cambiar el desenlace de un suceso provocando el cambio en la acción de una persona. El conjuro debe ser lanzado inmediatamente después de que se realice una acción; el personaje que la haya realizado deberá repetir inmediatamente su tirada de dados. Por ejemplo, un personaje que intente cruzar brincando un vacío y falle una tirada de Saltar puede volver a intentarla nuevamente desechando el resultado anterior y generando uno nuevo. Este conjuro es automático, y la condición para obligar a realizar la RM es estar ante el brujo y haber realizado una acción en ese momento. Los seres con Gnosis 35 o Natura elevada son conscientes del cambio, mientras que los demás no pueden percibirlo.";;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;100;200;300;400;
Int. R.;10;12;14;16;
Base: RM 140.;;;;;
Intermedio: RM 180 / Puede obligar a repetir la tirada dos veces.;;;;;
Avanzado: RM 220/ Puede obligar a repetir la tirada tres veces.;;;;;
Arcano: RM 260/ Puede obligar a repetir la tirada cuatro veces.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Automático;;;;;
Mutación Caótica;;;;;
Nivel: 74 /Acción: Activa;;;;;
Efecto: El objetivo de este conjuro sufre serias mutaciones en su cuerpo, alterando tanto su fisionomía como sus capacidades. Al usar Mutación Caótica, el hechicero o el individuo que éste determine consigue PD adicionales para obtener Poderes de monstruo como si fuera un Ser Entre Mundos con Gnosis 25. No obstante, únicamente puede elegir gastar voluntariamente la mitad de dichos PD, mientras que la otra mitad serán determinados al azar por el Director de Juego. Por regla general, los poderes que provoca este conjuro siempre dejan visibles cambios físicos. Una persona puede tratar de resistirse a sus efectos, siempre y cuando supere la RM determinada por el grado del conjuro. El exceso de PD aumenta el nivel del personaje. Este conjuro sólo puede ser lanzado sobre un individuo una sola vez.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;200;400;800;1.200;
Int. R.;8;11;13;15;
Base: 100 PD / 100 RM.;;;;;
Intermedio: 200 PD / 120 RM.;;;;;
Avanzado: 300 PD / 140 RM.;;;;;
Arcano: 400 PD / Gnosis 30 / 160 RM.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Control del Caos;;;;;
Nivel: 84;Acción: Activa;;;;
Efecto: El hechicero tiene la capacidad de doblegar la naturaleza del caos a su antojo, pudiendo usarlo para obtener los resultados que desee. De ese modo, puede hacer desde cosas tan simples como que una silla se rompa hasta que el espacio se pliegue creando portales. Es importante puntualizar que este conjuro no otorga a un personaje un control del caos si este no existe como tal en una zona, por lo que cuanto mayor ambiente caótico haya, mayores serán sus poderes. Por ejemplo, controlar un lugar en el que el ambiente caótico es muy bajo no le permitiría hacer nada, mientras que dominarlo en una zona que, por ejemplo, está afectada por un fuerte caos, podría hacer casi cualquier cosa. A efectos de juego, el brujo obtiene los poderes Gnosticos Influir en la Realidad y Auspice, con un valor máximo de Gnosis que depende del grado del conjuro y del nivel de caos que haya. En el caso de que un ser basado en caos se encuentre en presencia del hechicero, este puede dominarlo si la criatura no supera un control de RM indicado por el grado del sortilegio.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;300;500;800;1.200;
Int. R.;11;13;15;17;
Base: Hasta Gnosis 30 / RM 120.;;;;;
Intermedio: Hasta Gnosis 35 / RM 160.;;;;;
Avanzado: Hasta Gnosis 40 / RM 200.;;;;;
Arcano: Hasta Gnosis 45 / RM 260.;;;;;
Mantenimiento: 50 / 60 / 65 / 75;;;;;
Tipo de Conjuro: Efecto;;;;;
Caos Primario;;;;;
Nivel: 94 /Acción: Activa;;;;;
Efecto: Alterando completamente las leyes de la realidad, el hechicero crea caos en su estado más puro, una zona donde todo cuanto contiene deja de responder a ninguna regla de la razón. El espacio se distorsiona de manera que arriba puede ser abajo, kilómetros se recorren en segundos y metros en horas. Una persona puede ser joven y vieja a la vez, estallar una tormenta sin dejar de ser un día soleado… nada tiene lógica, porque el propio concepto de la lógica ha dejado de existir. Alguien normal puede volverse loco en pocos minutos, mientras que todo poder sobrenatural puede salir fuera de control. La zona de acción de este conjuro es determinada por su grado, y permanece estática donde fue lanzada.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;500;900;1.500;2.400;
Int. R.;12;14;16;18;
Base: 500 metros.;;;;;
Intermedio: 1 kilómetro.;;;;;
Avanzado: 5 kilómetro / Cualquier persona que esté en el interior del Caos Primario al menos un minuto es afectado irremisiblemente por el conjuro Mutación Caótica lanzado en grado arcano.;;;;;
Arcano: 25 kilómetros/ Como en grado avanzado, pero a menos de un kilómetro del núcleo del conjuro el estado de la alteración es absoluto, por lo que ninguna regla existencia funciona; a efectos de juego, incluso la materia deja de existir, convirtiéndose simplemente en un conjunto de átomos en continuo movimiento. Todo lo que esté dentro debe superar un control de RM contra 160 o simplemente se fundirá con el caos y desaparecerá para siempre.;;;;;
Mantenimiento: 100 / 180 / 300 / 480 /Diario;;;;;
Tipo de Conjuro: Automático;;;;;
Spellbook:GUERRA;;;;;
Los hechiceros de la guerra son aquellos que dominan los campos de batalla a su antojo, pudiendo potenciar a voluntad las habilidades de sus compañeros o incuso de ejércitos enteros.;;;;;
Vínculos: Cerrados Esencia, Aire, Luz, Agua, Ilusión, Creación.;;;;;
Moral;;;;;
Nivel: 4 /Acción: Activa;;;;;
Efecto: Este grito provoca que los aliados del hechicero aumenten su espíritu combativo y se vuelvan inmunes a los efectos del miedo o el dolor. A efectos de juego, obtiene un bono a su habilidad secundaria Frialdad hasta que finalice el combate en el que se encuentran trabados o transcurran más de diez minutos.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;30;60;90;120;
Int. R.;5;8;11;13;
Base: +40 a Frialdad / 10 metros de radio.;;;;;
Intermedio: Base: +80 a Frialdad / 50 metros de radio.;;;;;
Avanzado: Base: +120 a Frialdad / 250 metros de radio.;;;;;
Arcano: Base: +180 a Frialdad / 500 metros de radio.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Ira Ancestral;;;;;
Nivel: 14 /Acción: Activa;;;;;
Efecto: Despierta en los aliados del brujo un ansia de lucha que los convierte en guerreros imparables, bestias humanas llenas de furia sin par. El hechizo confiere un bono de +10 al ataque y provoca el estado de Ira en todo aquel aliado del lanzador que se encuentre dentro del radio de acción del sortilegio, más por suerte, los vínculos sobrenaturales limitan la desventaja de la rabia impidiendo a los afectados perder el control o atacarse los unos a los otros.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;40;70;100;130;
Int. R.;6;9;12;15;
Base: 10 metros de radio.;;;;;
Intermedio: 50 metros de radio.;;;;;
Avanzado: 250 metros de radio.;;;;;
Arcano: 500 metros de radio.;;;;;
Mantenimiento: 5 / 10 / 10 / 15;;;;;
Tipo de Conjuro: Efecto;;;;;
Velocidad en la Batalla;;;;;
Nivel: 24;Acción: Activa;;;;
Efecto: Canaliza el espíritu de batalla de los aliados, haciéndolos trabajar como un solo hombre y permitiéndoles anticiparse a las acciones de sus enemigos.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;50;90;120;150;
Int. R.;6;9;12;15;
Base: +10 al Turno / 10 metros de radio.;;;;;
Intermedio: +10 al Turno / 50 metros de radio.;;;;;
Avanzado: +20 al Turno / 250 metros de radio.;;;;;
Arcano: +20 al Turno / 500 metros de radio.;;;;;
Mantenimiento: 5 / 10 / 15 / 15;;;;;
Tipo de Conjuro: Efecto;;;;;
Destrucción Desencadenada;;;;;
Nivel: 34 /Acción: Activa;;;;;
Efecto: Incrementa la potencia destructiva de los aliados cercanos al personaje, otorgándoles a estos un bono al daño de todos sus ataques.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;120;160;200;
Int. R.;7;9;12;15;
Base: +20 al Daño / 10 metros de radio.;;;;;
Intermedio: +20 al Daño / 50 metros de radio.;;;;;
Avanzado: +30 al Daño / 250 metros de radio.;;;;;
Arcano: +40 al Daño / 500 metros de radio.;;;;;
Mantenimiento: 5 / 15 / 20 / 20;;;;;
Tipo de Conjuro: Efecto;;;;;
Protección Final;;;;;
Nivel: 44 /Acción: Activa;;;;;
Efecto: Incrementa la protección y resistencia de los aliados cercanos al personaje, otorgándoles a estos un bono a sus Resistencias y Tipo de Armadura.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;120;160;200;
Int. R.;7;9;12;;15
Base: +10 a todas las Resistencias /;+1 TA / 10 metros de radio.;;;;
Intermedio: +10 a todas las Resistencias / +2 TA / 50 metros de radio.;;;;;
Avanzado: +20 a todas las Resistencias / +2 TA / 250 metros de radio.;;;;;
Arcano: +30 a todas las Resistencias / +3 TA / 500 metros de radio.;;;;;
Mantenimiento: 5 / 15 / 20 / 20;;;;;
Tipo de Conjuro: Efecto;;;;;
Marcha Implacable;;;;;
Nivel: 54 /Acción: Activa;;;;;
Efecto: Este hechizo permite a los compañeros del brujo marchar de forma incesante, resistiendo la fatiga y la furia de los elementos. A efectos de juego, proporciona a todos los aliados que se encuentren dentro del área de efecto del conjuro las habilidades del Ki Uso de la Energía Necesaria y Eliminación de Necesidades.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;150;200;250;300;
Int. R.;6;9;12;15;
Base: 10 metros de radio.;;;;;
Intermedio: 50 metros de radio.;;;;;
Avanzado: 100 metros de radio.;;;;;
Arcano: 500 metros de radio.;;;;;
Mantenimiento: 30 / 40 / 50 / 100 / Diario.;;;;;
Tipo de Conjuro: Efecto;;;;;
Campeón;;;;;
Nivel: 64 /Acción: Activa;;;;;
Efecto: Canaliza el espíritu combativo del grupo en uno de sus guerreros, creando como resultado un luchador implacable e invencible. El hechizo otorga diferentes bonos a las habilidades de combate, siempre y cuando combata junto a sus compañeros. Sólo un individuo por cada 10 que compongan un grupo de batalla puede ser afectado por este sortilegio.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;140;180;240;350;
Int. R.;10;12;14;16;
Base: +10 a toda acción / +10 daño / +10 al Turno / +2 TA.;;;;;
Intermedio: +10 a toda acción / +20 daño / +20 al Turno / +3 TA.;;;;;
Avanzado: +20 a toda acción / +20 daño / +20 al Turno / +4 TA.;;;;;
Arcano: +30 a toda acción / +30 daño / +30 al Turno / +5 TA.;;;;;
Mantenimiento: 15 / 15 / 20 / 30;;;;;
Tipo de Conjuro: Efecto;;;;;
Órdenes Precisas;;;;;
Nivel: 74 /Acción: Activa;;;;;
Efecto: Permite al hechicero o a aquel sobre el que se lance el conjuro transmitir ordenes directamente a la mente de sus compañeros. Estos mensajes son automáticos, sin la necesidad de hablar con ellos o de formular largas frases o indicaciones que pueden ser escuchadas por personas indeseadas. El personaje puede elegir quienes le escuchan y quienes no, o incluso puede transmitir varias ordenes a la vez con un simple pensamiento.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;150;200;250;300;
Int. R.;8;10;12;15;
Base: Hasta 25 metros de radio.;;;;;
Intermedio: Hasta 100 metros de radio.;;;;;
Avanzado: Hasta 250 metros de radio.;;;;;
Arcano: Hasta 500 metros de radio.;;;;;
Mantenimiento: No.;;;;;
Tipo de Conjuro: Efecto;;;;;
Maestro de la Guerra;;;;;
Nivel: 84 /Acción: Pasiva;;;;;
Efecto: El hechicero puede combatir físicamente con cualquier arma usando su habilidad de Proyección Mágica ofensiva y defensiva como si fuera habilidad de ataque y defensa. El límite máximo que puede alcanzar está determinado por el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;200;300;400;500;
Int. R.;10;12;15;18;
Base: Hasta 200 de habilidad.;;;;;
Intermedio: Hasta 250 de habilidad.;;;;;
Avanzado: Hasta 300 de habilidad.;;;;;
Arcano: Sin límite alguno;;;;;
Mantenimiento: 10 / 15 / 20 / 25;;;;;
Tipo de Conjuro: Efecto.;;;;;
Hasta más Allá del Fin;;;;;
Nivel: 94 /Acción: Activa;;;;;
Efecto: Este hechizo lleva más allá del poder de los mortales el espíritu combativo de los aliados del brujo, permitiéndoles seguir adelante incluso en el umbral de la muerte. Todos sus aliados que se encuentren dentro del radio de acción del sortilegio duplican su aguante en puntos de vida negativos (en caso de que se usen las reglas opcionales de entre la vida y la muerte, aplican un +40 a sus controles de RF), y no sufren ningún negativo;;;;;
por combatir en dicho estado.;;;;;
Grado;Base Intermedio Avanzado Arcano;;;;
Zeon;250;500;750;1000;
Int. R.;14;16;18;20;
Base: 25 metros de radio.;;;;;
Intermedio: 50 metros de radio.;;;;;
Avanzado: 250 metros de radio.;;;;;
Arcano: 500 metros de radio / Además de los efectos descritos, un personaje afectado por este hechizo puede seguir luchando en plenas facultados hasta dos asaltos después de haber muerto.;;;;;
Mantenimiento: 25 / 50 / 75 / 100;;;;;
Tipo de Conjuro: Efecto;;;;;
Spellbook:LITERAE;;;;;
Literae es la magia de las palabras, la modificación de la realidad escribiendo anotaciones en los márgenes del libro al que llamamos realidad. Los que la emplean son capaces de utilizar la hechicería para reescribir el guión de la vida adaptándolo a sus necesidades.;;;;;
Vínculos Cerrados: Nigromancia, Destrucción, Esencia, Fuego, Aire, Tierra.;;;;;
Pluma de la Realidad;;;;;
Nivel: 4 /Acción: Activa;;;;;
Efecto: Crea una pluma sobrenatural que escribe sobre cualquier superficie sin la necesidad de tinta. Usándola durante el lanzamiento de un conjuro de la sub-vía Literae, el hechicero puede potenciar monumentalmente los efectos de dicho sortilegio, haciendo que el coste de Zeon requerido se reduzca a la mitad. Por ejemplo, un conjuro de Misiva en grado base pasaría a costar 40 en lugar de 80.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;30;80;100;120;
Int. R.;5;8;10;12;
Base: Afecta a conjuros Literae de grado base.;;;;;
Intermedio: Afecta a conjuros Literae de grado Intermedio.;;;;;
Avanzado: Afecta a conjuros Literae de grado Avanzado.;;;;;
Arcano: Afecta a conjuros Literae de grado Arcano.;;;;;
Mantenimiento: 5 / 10 / 10 / 15 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Misiva;;;;;
Nivel: 14 /Acción: Activa;;;;;
Efecto: Tras escribir una carta es posible utilizar este hechizo para enviar su contenido a un individuo a quien el hechicero conozca personalmente. La carta, así como su envoltorio, desaparece de un fogonazo y una nube de humo, reapareciendo instantes después al lado de su receptor. El alcance del hechizo depende de su grado. Misiva puede traspasar estructuras encantadas de menor poder siempre y cuando haya suficiente espacio para, por ejemplo, “colar” la carta debajo de la puerta.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;80;140;200;280;
Int. R.;6;9;12;15;
Base: 10 Kilómetros.;;;;;
Intermedio: 100 Kilómetros.;;;;;
Avanzado: 1000 Kilómetros.;;;;;
Arcano: Cualquier lugar.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Diario de Viaje;;;;;
Nivel: 24;Acción: Activa;;;;
Efecto: Encanta un libro para que recoja todas las experiencias que afecten al mago para poder revisarlas posteriormente, como si a efectos de juego estuviera escribiendo un detallado diario. El grado del conjuro determina el máximo periodo de tiempo que dicho libro cubre retrospectivamente desde el momento del lanzamiento.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;100;180;240;300;
Int. R.;6;9;12;15;
Base: 1 día.;;;;;
Intermedio: 1 semana.;;;;;
Avanzado: 1 mes.;;;;;
Arcano: 1 año.;;;;;
Mantenimiento: 5 / 20 / 25 / 30 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Orden Escrita;;;;;
Nivel: 34 /Acción: Activa;;;;;
Efecto: Permite escribir una orden simple en un pergamino que afectará al primero que la lea, obligándole a cumplirla si falla la resistencia del sortilegio. La orden funcionará incluso si está oculta entre otras frases, aunque el personaje afectado obtiene entre un +20 y un +60 al control si el mandato va directamente en contra de su naturaleza.;;;;;
Este conjuro puede repetirse de manera encadenada en varias ocasiones para crear una orden compleja, como “abre la puerta y luego olvida lo ocurrido”. El poder de las palabras pierde su poder después de haber imbuido a una persona con la orden, convirtiéndose en simples letras desde ese momento.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;240;360;480;
Int. R.;6;9;12;15;
Base: RM o RP 120.;;;;;
Intermedio: RM o RP 140.;;;;;
Avanzado: RM o RP 160.;;;;;
Arcano: RM o RP 180.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Automático;;;;;
Escudo de Palabras;;;;;
Nivel: 44;Acción: Pasiva;;;;
Efecto: Usando la Pluma Mágica para trazar caracteres en el aire, el hechicero crea un escudo de palabras que le defienden tanto de ataques físicos como sobrenaturales. El escudo regenera cada asalto tantos Puntos de Resistencia como la habilidad base del mago en Arte (Literatura).;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;150;200;250;300;
Int. R.;8;10;12;15;
Base: 200 Puntos de Resistencia.;;;;;
Intermedio: 500 Puntos de Resistencia;;;;;
Avanzado: 800 Puntos de Resistencia;;;;;
Arcano: 1.200 Puntos de Resistencia;;;;;
Mantenimiento: 15 / 20 / 25 / 30;;;;;
Tipo de Conjuro: Defensa;;;;;
Teatro de la Vida;;;;;
Nivel: 54;Acción: Activa;;;;
Efecto: Permite al hechicero modificar el comportamiento de las personas que se encuentran a su alrededor escribiendo sobre una superficie las acciones que quiere que dichos individuos realicen. Básicamente, el brujo se convierte en el escritor de una obra de teatro poniendo a la gente en el papel de actores que cumplen su cometido conforme él lo vaya narrando. Puede afectar a varias personas, siempre que su presencia combinada no supere el límite marcado por el grado del sortilegio. La condición para verse afectado es estar dentro del área de efecto del conjuro y que el lanzador conozca el nombre real de las personas sobre las que quiere influir, aunque sus objetivos pueden resistirse al control superando una RM o RP para evitar ser controlados. Si el narrador deja de escribir y los afectados no tienen nuevas órdenes que cumplir, se quedarán quietos, a la espera de su siguiente papel.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;240;360;480;600;
Int. R.;6;9;12;15;
Base: RM o RP 120/ Límite de Presencia 100 / 20 metros de radio.;;;;;
Intermedio: RM o RP 140 / Límite de Presencia 180 / 40 metros de radio.;;;;;
Avanzado: RM o RP 160 / Límite de Presencia 240 / 80 metros de radio.;;;;;
Arcano: RM o RP 180 / Límite de Presencia 320 / 150 metros de radio.;;;;;
Mantenimiento: 15 / 20 / 25 / 30;;;;;
Tipo de Conjuro: Automático;;;;;
Compendio;;;;;
Nivel: 64 /Acción: Activa;;;;;
Efecto: Encanta un libro para que responda las preguntas que se le dirijan de manera que, cuando alguien haga una pregunta ante él, se escribirá en sus páginas una contestación. Lamentablemente, el libro no es capaz de responder a cualquier duda; al lanzar Compendio, el manuscrito afectado recibe una cantidad de puntos de una habilidad intelectual determinada por el grado del conjuro, y este dará una respuesta apropiada basada en lo que sabría un experto con la misma puntuación sobre el tema.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;120;260;380;500;
Int. R.;7;10;13;15;
Base: 120 puntos de habilidad intelectual.;;;;;
Intermedio: 240 puntos de habilidad intelectual.;;;;;
Avanzado: 320 puntos de habilidad intelectual.;;;;;
Arcano: 440 puntos de habilidad intelectual.;;;;;
Mantenimiento: 10 / 20 / 30 / 40 /Diario;;;;;
Tipo de Conjuro: Efecto;;;;;
Dramaturgo;;;;;
Nivel: 74 /Acción: Activa;;;;;
Efecto: Este hechizo modifica la realidad siempre que sea algo plausible y no afecte directamente a otro ser vivo. Por ejemplo, si el hechicero cae desde una azotea puede “escribir” que lo hace sobre un carro de heno que amortigua su caída y así ocurrirá o, si quiere entrar en un sitio cerrado, podrá “narrar” que la puerta no está bloqueada y será cierto. Las posibilidades de este hechizo son casi infinitas, siempre y cuando los elementos y objetos empleados sean simples y con una presencia que no supere lo que determine el grado del conjuro.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;280;320;480;700;
Int. R.;10;12;14;16;
Base: Presencia máxima 40.;;;;;
Intermedio: Presencia máxima 80.;;;;;
Avanzado: Presencia máxima 120.;;;;;
Arcano: Presencia máxima 160.;;;;;
Mantenimiento: No;;;;;
Tipo de Conjuro: Efecto;;;;;
Secundario;;;;;
Nivel: 84 /Acción: Activa;;;;;
Efecto: Crea un “personaje” con la personalidad y habilidades que desee el hechicero. Para hacerlo, el lanzador debe de describir en un libro la personalidad, historia y naturaleza de dicho individuo, quien creerá realmente ser lo que el brujo ha descrito para él.;;;;;
La existencia del Secundario está ligada al libro por lo que, en caso de que este sea destruido, el personaje desaparecerá de inmediato. El nivel del Secundario no puede superar el indicado por el grado del sortilegio ni tampoco el nivel del propio hechicero.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;400;600;800;1.200;
Int. R.;10;12;14;17;
Base: Nivel 2.;;;;;
Intermedio: Nivel 5.;;;;;
Avanzado: Nivel 7.;;;;;
Arcano: Nivel 10.;;;;;
Mantenimiento: 40 / 60 / 80 / 120 /Diario.;;;;;
Tipo de Conjuro: Efecto;;;;;
Tragedia;;;;;
Nivel: 94;Acción: Activa;;;;
Efecto: Este hechizo es la transformación suprema de la realidad, alterar el destino de otro ser vivo haciendo que termine como al mago le plazca. El lanzador puede escribir cualquier desenlace que desee para la vida de una persona, como “y tropezando, cayó sobre su espada ensartándose mortalmente” o “el cielo se iluminó cuando, de entre las nubes de tormenta, un rayo cayó sobre él cual saeta de los vengativos dioses”. La condición para verse afectado por este sortilegio es haber sido visto por el brujo al menos una vez y que este conozca su nombre verdadero. Para evitar sus efectos, tanto el blanco de Tragedia como cualquier persona directamente involucrada en el destino escrito han de superar la RM del sortilegio. De conseguirlo, se vuelven inmunes a este hechizo (lanzado por el mismo brujo) durante el resto de sus existencias.;;;;;
Grado Base Intermedio Avanzado Arcano;;;;;
Zeon;500;900;1.400;2.500;
Int. R.;12;15;17;19;
Base: RM 120;;;;;
Intermedio: RM 140;;;;;
Avanzado: RM 160;;;;;
Arcano: RM 180;;;;;
Mantenimiento: No;;;;;
